"","OpCode","sea","species","MaxN","depth","temperature","lat_y","lon_x"
"83","israchz260422A","med","Thalassoma pavo",1,9.6,18,33.041717,35.0849
"84","israchz260422A","med","Xyrichtys novacula",2,9.6,18,33.041717,35.0849
"85","israchz260422A","med","Pagellus erythrinus",10,9.6,18,33.041717,35.0849
"86","israchz260422A","med","Pagrus caeruleostictus",1,9.6,18,33.041717,35.0849
"87","israchz260422A","med","Lagocephalus sceleratus",2,9.6,18,33.041717,35.0849
"88","israchz260422A","med","Torquigener flavimaculosus",1,9.6,18,33.041717,35.0849
"89","israchz260422B","med","Seriola dumerili",1,20.6,18,33.04605,35.081867
"90","israchz260422B","med","Thalassoma pavo",1,20.6,18,33.04605,35.081867
"91","israchz260422B","med","Muraena helena",1,20.6,18,33.04605,35.081867
"92","israchz260422B","med","Epinephelus costae",1,20.6,18,33.04605,35.081867
"93","israchz260422B","med","Pagrus caeruleostictus",3,20.6,18,33.04605,35.081867
"94","israchz260422C","med","Pterois miles",1,39.4,17,33.0431,35.0591
"95","israchz260422C","med","Lagocephalus sceleratus",3,39.4,17,33.0431,35.0591
"96","israchz260422D","med","Rhinobatos rhinobatos",1,45.8,17,33.051683,35.0546
"97","israchz260422D","med","Pagellus erythrinus",2,45.8,17,33.051683,35.0546
"98","israchz260422D","med","Lagocephalus sceleratus",6,45.8,17,33.051683,35.0546
"99","israchz260422E","med","Nemipterus randalli",3,61.8,17,33.056967,35.044333
"100","israchz260422E","med","Pagellus erythrinus",1,61.8,17,33.056967,35.044333
"101","israchz260422F","med","Nemipterus randalli",4,72.8,17,33.058283,35.0582
"102","israchz260422F","med","Pagellus erythrinus",4,72.8,17,33.058283,35.0582
"103","israchz260422G","med","Upeneus moluccensis",1,104.2,15,33.05995,35.064967
"104","israchz260422G","med","Dentex maroccanus",5,104.2,15,33.05995,35.064967
"105","israchz260422G","med","Saurida lessepsianus",1,104.2,15,33.05995,35.064967
"106","israchz260422H","med","Boops boops",0,103,16,33.059833,35.059
"107","israchz260422I","med","Nemipterus randalli",1,143,15,33.061433,35.04875
"108","israchz260422J","med","Dentex maroccanus",4,120,16,33.061067,35.052783
"109","israchz260521A","med","Seriola dumerili",1,12.1,24,33.028733,35.0744
"110","israchz260521A","med","Sargocentron rubrum",2,12.1,24,33.028733,35.0744
"111","israchz260521A","med","Coris julis",1,12.1,24,33.028733,35.0744
"112","israchz260521A","med","Symphodus tinca",3,12.1,24,33.028733,35.0744
"113","israchz260521A","med","Thalassoma pavo",2,12.1,24,33.028733,35.0744
"114","israchz260521A","med","Parupeneus forsskali",2,12.1,24,33.028733,35.0744
"115","israchz260521A","med","Chromis chromis",19,12.1,24,33.028733,35.0744
"116","israchz260521A","med","Epinephelus costae",1,12.1,24,33.028733,35.0744
"117","israchz260521A","med","Epinephelus marginatus",1,12.1,24,33.028733,35.0744
"118","israchz260521A","med","Siganus luridus",40,12.1,24,33.028733,35.0744
"119","israchz260521A","med","Lagocephalus sceleratus",3,12.1,24,33.028733,35.0744
"120","israchz260521B","med","Coris julis",3,32.9,23,33.030117,35.06375
"121","israchz260521B","med","Parupeneus forsskali",2,32.9,23,33.030117,35.06375
"122","israchz260521B","med","Serranus cabrilla",1,32.9,23,33.030117,35.06375
"123","israchz260521B","med","Lagocephalus sceleratus",5,32.9,23,33.030117,35.06375
"124","israchz260521B","med","Torquigener flavimaculosus",1,32.9,23,33.030117,35.06375
"125","israchz260521D","med","Nemipterus randalli",2,76.4,18,33.044417,35.022267
"126","israchz260521D","med","Lagocephalus sceleratus",2,76.4,18,33.044417,35.022267
"127","israchz260521E","med","Nemipterus randalli",3,92.8,17,33.043867,35.0197
"128","israchz260521E","med","Lagocephalus sceleratus",1,92.8,17,33.043867,35.0197
"129","israchz260521G","med","Pagellus erythrinus",1,134.4,16,33.045083,35.019217
"130","israchz270521A","med","Caranx crysos",1,10.2,25,33.049317,35.086733
"131","israchz270521A","med","Seriola dumerili",1,10.2,25,33.049317,35.086733
"132","israchz270521A","med","Coris julis",3,10.2,25,33.049317,35.086733
"133","israchz270521A","med","Thalassoma pavo",3,10.2,25,33.049317,35.086733
"134","israchz270521A","med","Muraena helena",1,10.2,25,33.049317,35.086733
"135","israchz270521A","med","Epinephelus costae",1,10.2,25,33.049317,35.086733
"136","israchz270521A","med","Siganus luridus",2,10.2,25,33.049317,35.086733
"137","israchz270521A","med","Dentex dentex",1,10.2,25,33.049317,35.086733
"138","israchz270521A","med","Pagrus caeruleostictus",4,10.2,25,33.049317,35.086733
"139","israchz270521A","med","Lagocephalus sceleratus",1,10.2,25,33.049317,35.086733
"140","israchz270521A","med","Torquigener flavimaculosus",7,10.2,25,33.049317,35.086733
"141","israchz270521B","med","Bothus podas",2,29.6,24,33.050533,35.076317
"142","israchz270521B","med","Xyrichtys novacula",1,29.6,24,33.050533,35.076317
"143","israchz270521B","med","Glaucostegus cemiculus",1,29.6,24,33.050533,35.076317
"144","israchz270521B","med","Lagocephalus guentheri",1,29.6,24,33.050533,35.076317
"145","israchz270521B","med","Lagocephalus sceleratus",7,29.6,24,33.050533,35.076317
"146","israchz270521D","med","Nemipterus randalli",4,75.6,18,33.068633,35.066317
"147","israchz270521D","med","Lagocephalus sceleratus",2,75.6,18,33.068633,35.066317
"148","israchz270521E","med","Nemipterus randalli",3,92.1,17,33.065133,35.069567
"149","israchz270521E","med","Pagellus erythrinus",2,92.1,17,33.065133,35.069567
"150","israchz270521F","med","Pagellus erythrinus",3,113,17,33.063383,35.06445
"151","israchz270521H","med","Raja clavata",1,103,17,33.068233,35.06465
"152","israchz270521H","med","Pagellus erythrinus",1,103,17,33.068233,35.06465
"153","israchz270521H","med","Lagocephalus sceleratus",1,103,17,33.068233,35.06465
"154","isrnaha010322A","med","Gobius bucchichi",1,10.4,17,33.0326,35.076733
"155","isrnaha010322A","med","Coris julis",3,10.4,17,33.0326,35.076733
"156","isrnaha010322A","med","Pteragogus trispilus",1,10.4,17,33.0326,35.076733
"157","isrnaha010322A","med","Parupeneus forsskali",2,10.4,17,33.0326,35.076733
"158","isrnaha010322A","med","Serranus cabrilla",1,10.4,17,33.0326,35.076733
"159","isrnaha010322A","med","Lagocephalus sceleratus",3,10.4,17,33.0326,35.076733
"160","isrnaha010322A","med","Torquigener flavimaculosus",6,10.4,17,33.0326,35.076733
"161","isrnaha010322B","med","Taeniura grabata",2,19.1,17,33.03285,35.072417
"162","isrnaha010322B","med","Coris julis",2,19.1,17,33.03285,35.072417
"163","isrnaha010322B","med","Torquigener flavimaculosus",14,19.1,17,33.03285,35.072417
"164","isrnaha010322C","med","Dasyatis marmorata",2,27,17,33.040467,35.06975
"165","isrnaha010322C","med","Nemipterus randalli",4,27,17,33.040467,35.06975
"166","isrnaha010322C","med","Lagocephalus sceleratus",11,27,17,33.040467,35.06975
"167","isrnaha010322C","med","Lagocephalus suezensis",2,27,17,33.040467,35.06975
"168","isrnaha010322D","med","Nemipterus randalli",10,49.6,17,33.045733,35.03435
"169","isrnaha010322D","med","Rhinobatos rhinobatos",2,49.6,17,33.045733,35.03435
"170","isrnaha010322D","med","Thunnus thynnus",1,49.6,17,33.045733,35.03435
"171","isrnaha010322D","med","Pagrus caeruleostictus",1,49.6,17,33.045733,35.03435
"172","isrnaha010322D","med","Lagocephalus sceleratus",2,49.6,17,33.045733,35.03435
"173","isrnaha010322E","med","Nemipterus randalli",1,71.7,17,33.049267,35.030033
"174","isrnaha010322E","med","Lagocephalus sceleratus",4,71.7,17,33.049267,35.030033
"175","isrnaha010322F","med","Trachurus mediterraneus",10,79.5,16,33.052267,35.03005
"176","isrnaha010322F","med","Nemipterus randalli",7,79.5,16,33.052267,35.03005
"177","isrnaha010322F","med","Pagellus erythrinus",6,79.5,16,33.052267,35.03005
"178","isrnaha010322F","med","Lagocephalus sceleratus",1,79.5,16,33.052267,35.03005
"179","isrnaha010322G","med","Nemipterus randalli",2,90.8,17,33.05395,35.030217
"180","isrnaha010322G","med","Pagellus erythrinus",2,90.8,17,33.05395,35.030217
"181","isrnaha010322G","med","Saurida lessepsianus",1,90.8,17,33.05395,35.030217
"182","isrnaha010322G","med","Lagocephalus sceleratus",1,90.8,17,33.05395,35.030217
"183","isrnaha010322H","med","Nemipterus randalli",1,118,16,33.0498,35.027967
"184","isrnaha010322I","med","Nemipterus randalli",3,132,16,33.056033,35.0298
"185","isrnaha010322J","med","Upeneus moluccensis",1,116,16,33.0469,35.024317
"186","isrnaha010322J","med","Nemipterus randalli",1,116,16,33.0469,35.024317
"187","isrnaha121119A","med","Gobius bucchichi",1,11.4,24,33.012169,35.08369
"188","isrnaha121119A","med","Sargocentron rubrum",13,11.4,24,33.012169,35.08369
"189","isrnaha121119A","med","Coris julis",5,11.4,24,33.012169,35.08369
"190","isrnaha121119A","med","Symphodus tinca",5,11.4,24,33.012169,35.08369
"191","isrnaha121119A","med","Thalassoma pavo",4,11.4,24,33.012169,35.08369
"192","isrnaha121119A","med","Parupeneus forsskali",5,11.4,24,33.012169,35.08369
"193","isrnaha121119A","med","Chromis chromis",8,11.4,24,33.012169,35.08369
"194","isrnaha121119A","med","Epinephelus costae",1,11.4,24,33.012169,35.08369
"195","isrnaha121119A","med","Serranus scriba",2,11.4,24,33.012169,35.08369
"196","isrnaha121119A","med","Siganus luridus",24,11.4,24,33.012169,35.08369
"197","isrnaha121119A","med","Siganus rivulatus",25,11.4,24,33.012169,35.08369
"198","isrnaha121119A","med","Diplodus vulgaris",6,11.4,24,33.012169,35.08369
"199","isrnaha121119A","med","Torquigener flavimaculosus",1,11.4,24,33.012169,35.08369
"200","isrnaha141119A","med","Parablennius zvonimiri",1,13.8,24,33.013397,35.078846
"201","isrnaha141119A","med","Dasyatis pastinaca",1,13.8,24,33.013397,35.078846
"202","isrnaha141119A","med","Gobius bucchichi",4,13.8,24,33.013397,35.078846
"203","isrnaha141119A","med","Coris julis",14,13.8,24,33.013397,35.078846
"204","isrnaha141119A","med","Pteragogus trispilus",1,13.8,24,33.013397,35.078846
"205","isrnaha141119A","med","Thalassoma pavo",1,13.8,24,33.013397,35.078846
"206","isrnaha141119A","med","Xyrichtys novacula",13,13.8,24,33.013397,35.078846
"207","isrnaha141119A","med","Parupeneus forsskali",6,13.8,24,33.013397,35.078846
"208","isrnaha141119A","med","Scarus ghobban",1,13.8,24,33.013397,35.078846
"209","isrnaha141119A","med","Siganus luridus",3,13.8,24,33.013397,35.078846
"210","isrnaha141119A","med","Siganus rivulatus",7,13.8,24,33.013397,35.078846
"211","isrnaha141119A","med","Lagocephalus sceleratus",6,13.8,24,33.013397,35.078846
"212","isrnaha280722A","med","Caranx crysos",7,13.1,30,33.020717,35.079783
"213","isrnaha280722A","med","Taeniura grabata",1,13.1,30,33.020717,35.079783
"214","isrnaha280722A","med","Gobius bucchichi",1,13.1,30,33.020717,35.079783
"215","isrnaha280722A","med","Coris julis",7,13.1,30,33.020717,35.079783
"216","isrnaha280722A","med","Pteragogus trispilus",1,13.1,30,33.020717,35.079783
"217","isrnaha280722A","med","Thalassoma pavo",3,13.1,30,33.020717,35.079783
"218","isrnaha280722A","med","Serranus scriba",1,13.1,30,33.020717,35.079783
"219","isrnaha280722A","med","Diplodus sargus",1,13.1,30,33.020717,35.079783
"220","isrnaha280722A","med","Pagrus caeruleostictus",1,13.1,30,33.020717,35.079783
"221","isrnaha280722A","med","Lagocephalus sceleratus",4,13.1,30,33.020717,35.079783
"222","isrnaha280722B","med","Sargocentron rubrum",1,22.4,28,33.027,35.069233
"223","isrnaha280722B","med","Coris julis",3,22.4,28,33.027,35.069233
"224","isrnaha280722B","med","Thalassoma pavo",2,22.4,28,33.027,35.069233
"225","isrnaha280722B","med","Parupeneus forsskali",3,22.4,28,33.027,35.069233
"226","isrnaha280722B","med","Gymnothorax unicolor",1,22.4,28,33.027,35.069233
"227","isrnaha280722B","med","Chromis chromis",12,22.4,28,33.027,35.069233
"228","isrnaha280722B","med","Epinephelus costae",1,22.4,28,33.027,35.069233
"229","isrnaha280722B","med","Epinephelus marginatus",2,22.4,28,33.027,35.069233
"230","isrnaha280722B","med","Serranus scriba",1,22.4,28,33.027,35.069233
"231","isrnaha280722B","med","Siganus luridus",6,22.4,28,33.027,35.069233
"232","isrnaha280722B","med","Diplodus sargus",2,22.4,28,33.027,35.069233
"233","isrnaha280722B","med","Pagrus caeruleostictus",1,22.4,28,33.027,35.069233
"234","isrnaha280722C","med","Fistularia commersonii",1,35.2,26,33.038167,35.061633
"235","isrnaha280722C","med","Symphodus tinca",1,35.2,26,33.038167,35.061633
"236","isrnaha280722C","med","Parupeneus forsskali",1,35.2,26,33.038167,35.061633
"237","isrnaha280722C","med","Sparisoma cretense",1,35.2,26,33.038167,35.061633
"238","isrnaha280722C","med","Pterois miles",1,35.2,26,33.038167,35.061633
"239","isrnaha280722C","med","Serranus cabrilla",2,35.2,26,33.038167,35.061633
"240","isrnaha280722C","med","Boops boops",188,35.2,26,33.038167,35.061633
"241","isrnaha280722C","med","Pagellus erythrinus",1,35.2,26,33.038167,35.061633
"242","isrnaha280722C","med","Pagrus pagrus",3,35.2,26,33.038167,35.061633
"243","isrnaha280722C","med","Lagocephalus sceleratus",5,35.2,26,33.038167,35.061633
"244","isrnaha280722C","med","Torquigener flavimaculosus",1,35.2,26,33.038167,35.061633
"245","isrnaha280722D","med","Boops boops",326,46,26,33.048033,35.04835
"246","isrnaha280722D","med","Lagocephalus sceleratus",12,46,26,33.048033,35.04835
"247","isrnaha280722E","med","Seriola dumerili",1,63.5,19,33.052817,35.036367
"248","isrnaha280722E","med","Nemipterus randalli",2,63.5,19,33.052817,35.036367
"249","isrnaha280722F","med","Boops boops",0,147,15,33.05575,35.032517
"250","isrnaha280722G","med","Nemipterus randalli",4,73.7,17,33.052467,35.03155
"251","isrnaha280722G","med","Pagellus erythrinus",2,73.7,17,33.052467,35.03155
"252","isrnaha280722G","med","Lagocephalus sceleratus",2,73.7,17,33.052467,35.03155
"253","isrnaha280722H","med","Dentex macrophthalmus",1,140,15,33.0557,35.035617
"254","isrnaha280722H","med","Dentex maroccanus",1,140,15,33.0557,35.035617
"255","isrnaha280722I","med","Nemipterus randalli",3,109,16,33.055183,35.029233
"256","isrnaha280722I","med","Dentex macrophthalmus",6,109,16,33.055183,35.029233
"257","isrnaha280722J","med","Nemipterus randalli",2,104,16,33.054467,35.03255
"258","isrnaha280722J","med","Dentex macrophthalmus",21,104,16,33.054467,35.03255
"259","isrnaha280722J","med","Dentex maroccanus",1,104,16,33.054467,35.03255
"260","isrnahl250422A","med","Seriola dumerili",1,10,18,33.0679,35.096433
"261","isrnahl250422A","med","Taeniura grabata",1,10,18,33.0679,35.096433
"262","isrnahl250422A","med","Echeneis naucrates",1,10,18,33.0679,35.096433
"263","isrnahl250422A","med","Gobius geniporus",2,10,18,33.0679,35.096433
"264","isrnahl250422A","med","Coris julis",4,10,18,33.0679,35.096433
"265","isrnahl250422A","med","Thalassoma pavo",2,10,18,33.0679,35.096433
"266","isrnahl250422A","med","Pagellus erythrinus",7,10,18,33.0679,35.096433
"267","isrnahl250422A","med","Lagocephalus sceleratus",1,10,18,33.0679,35.096433
"268","isrnahl250422A","med","Torquigener flavimaculosus",1,10,18,33.0679,35.096433
"269","isrnahl250422B","med","Boops boops",178,28.8,17,33.067883,35.0918
"270","isrnahl250422B","med","Pagrus auriga",1,28.8,17,33.067883,35.0918
"271","isrnahl250422B","med","Lagocephalus sceleratus",1,28.8,17,33.067883,35.0918
"272","isrnahl250422B","med","Lagocephalus suezensis",2,28.8,17,33.067883,35.0918
"273","isrnahl250422C","med","Lagocephalus guentheri",1,45.8,17,33.071617,35.082017
"274","isrnahl250422C","med","Lagocephalus sceleratus",7,45.8,17,33.071617,35.082017
"275","isrnahl250422D","med","Trachurus trachurus",5,51.2,17,33.0739,35.073067
"276","isrnahl250422D","med","Nemipterus randalli",1,51.2,17,33.0739,35.073067
"277","isrnahl250422D","med","Pagellus erythrinus",1,51.2,17,33.0739,35.073067
"278","isrnahl250422D","med","Lagocephalus sceleratus",2,51.2,17,33.0739,35.073067
"279","isrnahl250422E","med","Nemipterus randalli",3,72,17,33.073817,35.065467
"280","isrnahl250422F","med","Nemipterus randalli",7,80,16,33.0707,35.06535
"281","isrnahl250422G","med","Upeneus moluccensis",7,89,16,33.075033,35.064217
"282","isrnahl250422G","med","Nemipterus randalli",1,89,16,33.075033,35.064217
"283","isrnahl250422H","med","Upeneus moluccensis",1,113,16,33.072183,35.063317
"284","isrnahl250422I","med","Upeneus moluccensis",1,141,15,33.07495,35.062717
"285","isrnahl250422I","med","Nemipterus randalli",1,141,15,33.07495,35.062717
"286","isrnahl250422I","med","Dentex maroccanus",2,141,15,33.07495,35.062717
"287","isrnahl250422J","med","Nemipterus randalli",1,83.3,16,33.0724,35.064717
"288","isrnahl250422J","med","Lagocephalus sceleratus",2,83.3,16,33.0724,35.064717
"289","isrnahl250422K","med","Nemipterus randalli",1,139,15,33.0699,35.062733
"290","isrnahl250422K","med","Dentex maroccanus",1,139,15,33.0699,35.062733
"291","isrrosh030221A","med","Coris julis",2,12.6,18,33.080983,35.09585
"292","isrrosh030221A","med","Thalassoma pavo",1,12.6,18,33.080983,35.09585
"293","isrrosh030221A","med","Epinephelus costae",2,12.6,18,33.080983,35.09585
"294","isrrosh030221A","med","Mycteroperca rubra",4,12.6,18,33.080983,35.09585
"295","isrrosh030221A","med","Dentex dentex",1,12.6,18,33.080983,35.09585
"296","isrrosh030221A","med","Torquigener flavimaculosus",1,12.6,18,33.080983,35.09585
"297","isrrosh030221C","med","Seriola dumerili",1,40,18,33.089033,35.07345
"298","isrrosh030221C","med","Coris julis",2,40,18,33.089033,35.07345
"299","isrrosh030221C","med","Thalassoma pavo",2,40,18,33.089033,35.07345
"300","isrrosh030221C","med","Chromis chromis",6,40,18,33.089033,35.07345
"301","isrrosh030221C","med","Scarus ghobban",3,40,18,33.089033,35.07345
"302","isrrosh030221C","med","Sciaena umbra",23,40,18,33.089033,35.07345
"303","isrrosh030221C","med","Epinephelus costae",1,40,18,33.089033,35.07345
"304","isrrosh030221C","med","Mycteroperca rubra",2,40,18,33.089033,35.07345
"305","isrrosh030221C","med","Diplodus cervinus",2,40,18,33.089033,35.07345
"306","isrrosh030221C","med","Diplodus sargus",2,40,18,33.089033,35.07345
"307","isrrosh030221C","med","Diplodus vulgaris",15,40,18,33.089033,35.07345
"308","isrrosh030221C","med","Pagrus caeruleostictus",1,40,18,33.089033,35.07345
"309","isrrosh030221C","med","Lagocephalus sceleratus",2,40,18,33.089033,35.07345
"310","isrrosh030221C","med","Torquigener flavimaculosus",3,40,18,33.089033,35.07345
"311","isrrosh030221D","med","Seriola dumerili",2,31.9,18,33.0895,35.087433
"312","isrrosh030221D","med","Echeneis naucrates",1,31.9,18,33.0895,35.087433
"313","isrrosh030221D","med","Coris julis",4,31.9,18,33.0895,35.087433
"314","isrrosh030221D","med","Parupeneus forsskali",1,31.9,18,33.0895,35.087433
"315","isrrosh030221D","med","Rhinoptera marginata",1,31.9,18,33.0895,35.087433
"316","isrrosh030221D","med","Chromis chromis",5,31.9,18,33.0895,35.087433
"317","isrrosh030221D","med","Sparisoma cretense",2,31.9,18,33.0895,35.087433
"318","isrrosh030221D","med","Euthynnus alletteratus",5,31.9,18,33.0895,35.087433
"319","isrrosh030221D","med","Scomberomorus commerson",1,31.9,18,33.0895,35.087433
"320","isrrosh030221D","med","Serranus cabrilla",1,31.9,18,33.0895,35.087433
"321","isrrosh030221D","med","Pagrus caeruleostictus",2,31.9,18,33.0895,35.087433
"322","isrrosh030221D","med","Lagocephalus sceleratus",1,31.9,18,33.0895,35.087433
"323","isrrosh030221E","med","Lagocephalus sceleratus",1,66.3,18,33.092083,35.055833
"324","isrrosh030221F","med","Seriola dumerili",12,76.8,18,33.085517,35.053867
"325","isrrosh030221G","med","Seriola dumerili",1,113.5,18,33.0834,35.05415
"326","isrrosh030221G","med","Nemipterus randalli",1,113.5,18,33.0834,35.05415
"327","isrrosh030221G","med","Lagocephalus sceleratus",2,113.5,18,33.0834,35.05415
"328","isrrosh030221H","med","Nemipterus randalli",1,124.4,18,33.08375,35.0536
"329","isrrosh030221H","med","Raja clavata",1,124.4,18,33.08375,35.0536
"330","isrrosh030221H","med","Dentex macrophthalmus",1,124.4,18,33.08375,35.0536
"331","isrrosh030221H","med","Pagellus acarne",1,124.4,18,33.08375,35.0536
"332","isrrosh071020A","med","Symphodus tinca",1,10.4,27,33.0711,35.092733
"333","isrrosh071020A","med","Thalassoma pavo",5,10.4,27,33.0711,35.092733
"334","isrrosh071020A","med","Chromis chromis",10,10.4,27,33.0711,35.092733
"335","isrrosh071020A","med","Scarus ghobban",1,10.4,27,33.0711,35.092733
"336","isrrosh071020A","med","Epinephelus marginatus",2,10.4,27,33.0711,35.092733
"337","isrrosh071020A","med","Mycteroperca rubra",1,10.4,27,33.0711,35.092733
"338","isrrosh071020A","med","Siganus luridus",89,10.4,27,33.0711,35.092733
"339","isrrosh071020A","med","Siganus rivulatus",37,10.4,27,33.0711,35.092733
"340","isrrosh071020A","med","Dentex dentex",1,10.4,27,33.0711,35.092733
