"","fish.model","fish.mean_fun","fish.err_dist","fish.s1","fish.s2","fish.q","fish.p","fish.b","sponges.model","sponges.mean_fun","sponges.err_dist","sponges.s1","sponges.s2","sponges.q","sponges.p","sponges.b","stony.corals.model","stony.corals.mean_fun","stony.corals.err_dist","stony.corals.s1","stony.corals.s2","stony.corals.q","stony.corals.p","stony.corals.b","soft.corals.model","soft.corals.mean_fun","soft.corals.err_dist","soft.corals.s1","soft.corals.s2","soft.corals.q","soft.corals.p","soft.corals.b"
"41","sech_poisson","sech","poisson",NA,NA,NA,0.0667888072874072,NA,"sech_poisson","sech","poisson",NA,NA,NA,0.0667888072874072,NA,"sech_poisson","sech","poisson",NA,NA,NA,0.0667888072874072,NA,"sech_poisson","sech","poisson",NA,NA,NA,0.0667888072874072,NA
"43","sech_zip","sech","zip",NA,NA,NA,0.023475081012617,NA,"sech_zip","sech","zip",NA,NA,NA,0.023475081012617,NA,"sech_zip","sech","zip",NA,NA,NA,0.023475081012617,NA,"sech_zip","sech","zip",NA,NA,NA,0.023475081012617,NA
"33","modskurt_poisson","modskurt","poisson",NA,NA,0.26552638018676,0.00367899015874076,0.0214876683349905,"modskurt_poisson","modskurt","poisson",NA,NA,0.26552638018676,0.00367899015874076,0.0214876683349905,"modskurt_poisson","modskurt","poisson",NA,NA,0.26552638018676,0.00367899015874076,0.0214876683349905,"modskurt_poisson","modskurt","poisson",NA,NA,0.26552638018676,0.00367899015874076,0.0214876683349905
"47","sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.0145035631333758,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.0145035631333758,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.0145035631333758,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.0145035631333758,NA
"45","sech_zipl","sech","zipl",NA,NA,NA,1.31642395798372e-06,NA,"sech_zipl","sech","zipl",NA,NA,NA,1.31642395798372e-06,NA,"sech_zipl","sech","zipl",NA,NA,NA,1.31642395798372e-06,NA,"sech_zipl","sech","zipl",NA,NA,NA,1.31642395798372e-06,NA
"35","modskurt_zip","modskurt","zip",NA,NA,0.997292792216984,4.80699355099199,0.11590741297392,"modskurt_zip","modskurt","zip",NA,NA,0.997292792216984,4.80699355099199,0.11590741297392,"modskurt_zip","modskurt","zip",NA,NA,0.997292792216984,4.80699355099199,0.11590741297392,"modskurt_zip","modskurt","zip",NA,NA,0.997292792216984,4.80699355099199,0.11590741297392
"17","hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA
"39","modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.921930286229461,0.0634843710128995,0.000915866908890202,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.921930286229461,0.0634843710128995,0.000915866908890202,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.921930286229461,0.0634843710128995,0.000915866908890202,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.921930286229461,0.0634843710128995,0.000915866908890202
"37","modskurt_zipl","modskurt","zipl",NA,NA,0.999908945345638,88.2913076335391,2.23946264803714,"modskurt_zipl","modskurt","zipl",NA,NA,0.999908945345638,88.2913076335391,2.23946264803714,"modskurt_zipl","modskurt","zipl",NA,NA,0.999908945345638,88.2913076335391,2.23946264803714,"modskurt_zipl","modskurt","zipl",NA,NA,0.999908945345638,88.2913076335391,2.23946264803714
"19","hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA
"23","hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA
"21","hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA
"5","beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA
"11","gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA
"9","gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA
"15","gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA
"13","gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA
"1","beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA
"3","beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA
"7","beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA
"25","mixgaussian_poisson","mixgaussian","poisson",58.397843957584,3.39097662510818,NA,NA,NA,"mixgaussian_poisson","mixgaussian","poisson",58.397843957584,3.39097662510818,NA,NA,NA,"mixgaussian_poisson","mixgaussian","poisson",58.397843957584,3.39097662510818,NA,NA,NA,"mixgaussian_poisson","mixgaussian","poisson",58.397843957584,3.39097662510818,NA,NA,NA
