"","fish.model","fish.mean_fun","fish.err_dist","fish.s1","fish.s2","fish.q","fish.p","fish.b","sponges.model","sponges.mean_fun","sponges.err_dist","sponges.s1","sponges.s2","sponges.q","sponges.p","sponges.b","stony.corals.model","stony.corals.mean_fun","stony.corals.err_dist","stony.corals.s1","stony.corals.s2","stony.corals.q","stony.corals.p","stony.corals.b","soft.corals.model","soft.corals.mean_fun","soft.corals.err_dist","soft.corals.s1","soft.corals.s2","soft.corals.q","soft.corals.p","soft.corals.b"
"39","modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.0546685994737237,0.00411445801162332,0.309390575364863,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.0546685994737237,0.00411445801162332,0.309390575364863,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.0546685994737237,0.00411445801162332,0.309390575364863,"modskurt_zipl.mu","modskurt","zipl.mu",NA,NA,0.0546685994737237,0.00411445801162332,0.309390575364863
"45","sech_zipl","sech","zipl",NA,NA,NA,0.977655482873461,NA,"sech_zipl","sech","zipl",NA,NA,NA,0.977655482873461,NA,"sech_zipl","sech","zipl",NA,NA,NA,0.977655482873461,NA,"sech_zipl","sech","zipl",NA,NA,NA,0.977655482873461,NA
"47","sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.958345817853712,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.958345817853712,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.958345817853712,NA,"sech_zipl.mu","sech","zipl.mu",NA,NA,NA,0.958345817853712,NA
"21","hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA,"hofV_zipl","hofV","zipl",NA,NA,NA,NA,NA
"17","hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA,"hofV_poisson","hofV","poisson",NA,NA,NA,NA,NA
"23","hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA,"hofV_zipl.mu","hofV","zipl.mu",NA,NA,NA,NA,NA
"19","hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA,"hofV_zip","hofV","zip",NA,NA,NA,NA,NA
"13","gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA,"gaussian_zipl","gaussian","zipl",NA,NA,NA,NA,NA
"15","gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA,"gaussian_zipl.mu","gaussian","zipl.mu",NA,NA,NA,NA,NA
"9","gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA,"gaussian_poisson","gaussian","poisson",NA,NA,NA,NA,NA
"11","gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA,"gaussian_zip","gaussian","zip",NA,NA,NA,NA,NA
"1","beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA,"beta_poisson","beta","poisson",NA,NA,NA,NA,NA
"7","beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA,"beta_zipl.mu","beta","zipl.mu",NA,NA,NA,NA,NA
"3","beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA,"beta_zip","beta","zip",NA,NA,NA,NA,NA
"5","beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA,"beta_zipl","beta","zipl",NA,NA,NA,NA,NA
"29","mixgaussian_zipl","mixgaussian","zipl",48.7514414476591,1.07930920934576,NA,NA,NA,"mixgaussian_zipl","mixgaussian","zipl",48.7514414476591,1.07930920934576,NA,NA,NA,"mixgaussian_zipl","mixgaussian","zipl",48.7514414476591,1.07930920934576,NA,NA,NA,"mixgaussian_zipl","mixgaussian","zipl",48.7514414476591,1.07930920934576,NA,NA,NA
